title,score,type,status,start_date,end_date,members,favorites,sfw,genres_score,themes_score,demographics_score,serializations_score
Cross Game,8.47,manga,finished,2005-09-02,2010-02-17,18651,763,TRUE,7.1875336043918745,7.083661088846705,7.02829368334701,7.22040229885057
Psyren,7.99,manga,finished,2007-12-03,2010-11-29,86900,3072,TRUE,7.037329253467034,7.146357476972527,7.02829368334701,6.91140992167102
Saiki Kusuo no Ψ-nan,8.3,manga,finished,2012-05-14,2018-07-26,28279,787,TRUE,7.002155718769125,7.106713746571495,7.02829368334701,6.91140992167102
Mahou Shoujo Madoka★Magica,8.08,manga,finished,2011-02-12,2011-05-30,35238,1372,TRUE,6.9914800818115,7.1244186646042795,6.93,6.93
High School DxD,8.2,light_novel,finished,2008-09-20,2018-03-20,30948,2005,TRUE,6.946046870834702,6.98622021590686,6.93,6.93
Beast Master,8,manga,finished,2006-09-13,2007-02-12,58358,1741,TRUE,6.99514661646792,6.93,7.01893118148599,7.04922330097087
Strobe Edge,8.01,manga,finished,2007-06-13,2010-08-11,61348,2160,TRUE,7.05749550133888,7.243720990185675,7.01893118148599,7.10311688311688
Berserk: Shinen no Kami 2,8.47,one_shot,finished,1996-07-12,1996-07-12,14493,99,TRUE,6.93,6.93,6.92562576938859,6.95280701754386
Sora wa Akai Kawa no Hotori,8.32,manga,finished,1995-01-05,2002-06-05,21331,1197,TRUE,7.158832184538919,7.162658951029213,7.01893118148599,7.00196202531646
Innocent,8.19,manga,finished,2013-01-31,2015-04-16,41626,1369,TRUE,7.11037890424987,7.16427514792899,6.92562576938859,6.98233082706767
Petshop of Horrors,8.29,manga,finished,1995-01-01,1998-01-01,27538,1366,TRUE,6.999790464835486,6.93,6.93841503267974,6.78363636363636
Taishou Otome Otogibanashi,8.29,manga,finished,2015-07-04,2017-09-04,20838,668,TRUE,7.02929876512074,7.16427514792899,7.02829368334701,7.12459770114943
Omoide Emanon,8.04,manga,finished,2006-09-19,2008-01-19,50858,1933,TRUE,7.11037890424987,6.93,6.92562576938859,7.02875
Hokuto no Ken,8.11,manga,finished,1983-09-13,1988-07-26,36274,1746,TRUE,7.051624051867237,7.06317647058824,7.02829368334701,6.91140992167102
Chrno Crusade,8.14,manga,finished,1998-12-09,2004-05-08,26479,1202,TRUE,7.04835482472052,6.93,7.02829368334701,6.94111111111111
Gakkougurashi!,8.06,manga,finished,2012-05-24,2019-11-22,47995,2759,TRUE,7.01692844920232,7.128595382702066,6.93,6.99157894736842
Ao no Flag,8.03,manga,finished,2017-02-01,2020-04-08,50193,2816,TRUE,7.00461209842789,6.99883732920856,7.02829368334701,7.02809523809524
Hidamari ga Kikoeru,8.21,manga,finished,2013-12-21,2014-08-20,26825,938,TRUE,7.021331667832531,6.99883732920856,6.93,6.99410256410256
Full Moon wo Sagashite,8.05,manga,finished,2001-12-01,2004-04-30,34699,1852,TRUE,7.032152208334922,7.35185142857143,7.01893118148599,7.14390728476821
Beauty Pop,8.09,manga,finished,2003-09-01,2008-02-01,26538,1014,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,6.9445652173913
GTO: Shonan 14 Days,8.24,manga,finished,2009-06-10,2011-11-16,21591,257,TRUE,6.952706303721907,7.55866666666667,7.02829368334701,7.25005747126437
Devilman,8.03,manga,finished,1972-06-11,1973-06-24,44955,2956,TRUE,7.0223534877631115,7.045987768718307,7.02829368334701,7.25005747126437
Sun-Ken Rock,7.96,manga,finished,2006-04-24,2016-02-22,93104,3182,TRUE,6.952706303721907,6.93,6.92562576938859,6.745625
Helck,8.21,manga,finished,2014-05-05,2017-12-18,27962,778,TRUE,7.03818578041982,6.93,6.93,7.24933333333333
Rainbow: Nisha Rokubou no Shichinin,8.45,manga,finished,2002-11-21,2010-01-04,26901,726,TRUE,7.446650357474731,7.277463544497767,6.92562576938859,7.07848484848485
Oresama Teacher,8.16,manga,finished,2007-07-05,2020-02-05,36592,1364,TRUE,6.98568113450795,7.278751997937615,7.01893118148599,7.25844720496894
Nozoki Ana,7.94,manga,finished,2009-01-23,2013-02-01,85263,3871,FALSE,7.007057730029033,6.99883732920856,6.92562576938859,6.962
Higurashi no Naku Koro ni: Onikakushi-hen,8.15,manga,finished,2005-03-24,2006-03-24,22926,596,TRUE,7.021187063143484,7.10944881889764,6.93,7.292
Dead Dead Demon's Dededededestruction,8.23,manga,finished,2014-04-28,2022-02-28,51864,1718,TRUE,7.197233040770918,6.99883732920856,6.92562576938859,7.11238095238095
Ao Haru Ride,8.17,light_novel,finished,2011-12-27,2015-06-02,23710,2568,TRUE,7.049568799903023,6.99883732920856,7.01893118148599,6.93
Ajin,7.95,manga,finished,2012-07-06,2021-02-05,108116,3452,TRUE,7.00168138689798,7.33449275362319,6.92562576938859,6.94
Ranma ½,7.99,manga,finished,1987-08-05,1996-02-21,45607,2774,TRUE,6.9262646022664125,7.00117226860294,7.02829368334701,7.22040229885057
Magi: Sinbad no Bouken,8.11,manga,finished,2013-05-08,2018-05-02,31099,788,TRUE,7.065094058454926,6.93,7.02829368334701,7.24933333333333
Mahou Sensei Negima!,7.95,manga,finished,2003-02-26,2012-03-14,70399,4984,TRUE,6.9834368468685275,7.00117226860294,7.02829368334701,7.25005747126437
"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",8.63,manga,finished,2017-10-20,2019-09-20,18192,619,TRUE,7.00461209842789,6.93,6.93,7.18461538461538
Doushitemo Furetakunai,8.09,manga,finished,2008-09-01,2008-09-01,23516,549,FALSE,6.98720712163263,6.93,6.93,7.28581395348837
Hourou Musuko,8.26,manga,finished,2002-11-12,2013-07-12,26315,1248,TRUE,7.070864688368046,6.99883732920856,6.92562576938859,7.06575
Feng Shen Ji,8.18,manhua,finished,2010-01-01,2011-01-01,24434,531,TRUE,7.031667287956647,7.113725809258614,6.93,6.93
Tomo-chan wa Onnanoko!,7.92,manga,finished,2015-04-07,2019-07-14,104531,2830,TRUE,6.99514661646792,6.99883732920856,6.93,6.972
Tsubaki-chou Lonely Planet,8.04,manga,finished,2015-05-20,2019-08-20,40829,1263,TRUE,7.05749550133888,6.93,7.01893118148599,6.9952380952381
Bokura ga Ita,8.01,manga,finished,2002-04-13,2012-02-13,45441,1770,TRUE,7.299304271125783,7.48860465116279,7.01893118148599,7.04922330097087
Kozure Ookami,8.65,manga,finished,1970-09-01,1976-04-01,39574,1374,TRUE,7.03491295938104,7.18742742903696,6.92562576938859,7.11289473684211
Kamisama ga Uso wo Tsuku.,7.95,manga,finished,2013-03-25,2013-07-25,50913,1241,TRUE,7.070864688368046,6.99883732920856,6.92562576938859,7.10347107438017
Monogatari Series: Second Season,8.91,light_novel,finished,2010-10-27,2011-12-20,20021,650,TRUE,7.061317471810668,7.02945701357466,6.93,6.93
Namaikizakari.,7.98,manga,finished,2013-10-19,2021-12-20,65581,2261,TRUE,7.0293430862509805,7.083661088846705,7.01893118148599,7.25844720496894
Kakukaku Shikajika,8.55,manga,finished,2011-11-28,2015-01-28,23075,995,TRUE,7.4402624365629855,7.33357142857143,6.93841503267974,7.10714285714286
Emma,8.16,manga,finished,2001-12-12,2008-02-12,24755,762,TRUE,7.051107580427135,7.16427514792899,6.92562576938859,7.06575
Mahouka Koukou no Rettousei,8.22,light_novel,finished,2011-07-08,2020-09-10,27730,1355,TRUE,7.016933913202507,6.99883732920856,6.93,6.93
Reimei no Arcana,8,manga,finished,2009-01-24,2013-06-24,40856,1089,TRUE,7.052149868045453,6.93,7.01893118148599,6.81648648648649
Diamond no Ace,8.21,manga,finished,2006-05-17,2015-07-15,20063,875,TRUE,7.41849794238683,7.083661088846705,7.02829368334701,7.25005747126437
Nurarihyon no Mago,7.99,manga,finished,2008-03-10,2012-12-28,39846,1143,TRUE,6.95871533404579,7.0183203125,7.02829368334701,6.91140992167102
Something About Us,8.18,manhwa,finished,2014-10-01,2016-10-19,24744,714,TRUE,7.051107580427135,6.99883732920856,6.93,7.26272727272727
Hanma Baki,8.14,manga,finished,2005-12-01,2012-08-16,18292,779,TRUE,7.07691178695309,7.198834612105715,6.93,7.02941860465116
Baby Steps,8.14,manga,finished,2007-10-17,2017-11-01,23468,846,TRUE,7.41849794238683,6.99883732920856,7.02829368334701,7.25005747126437
Ase to Sekken,8.16,manga,finished,2018-06-21,2021-01-07,25466,845,TRUE,7.02929876512074,6.93,6.92562576938859,7.13910447761194
The One,8.2,manhua,finished,2005-01-01,2014-02-05,20371,826,TRUE,7.05749550133888,7.30029583802025,7.01893118148599,7.17
Ore Monogatari!!,8.1,manga,finished,2011-12-13,2016-07-13,29888,560,TRUE,7.257738347878477,6.93,7.01893118148599,7.10311688311688
Ten Count,7.94,manga,finished,2013-07-13,2017-11-14,53106,2671,FALSE,6.991558365831445,6.93,6.93,7.12403100775194
Totally Captivated,8.17,manhwa,finished,2007-11-01,2009-03-12,18397,771,FALSE,6.996443091757376,6.93,6.93,6.93
Trigun Maximum,8.19,manga,finished,1998-07-01,2008-02-27,22085,1023,TRUE,7.173730952555732,7.57835616438356,6.92562576938859,6.98133333333333
Kimi no Iru Machi,7.92,manga,finished,2008-05-28,2014-02-12,67476,4181,TRUE,6.93161440647551,7.243720990185675,7.02829368334701,7.25005747126437
Doraemon,8.45,manga,finished,1969-12-01,1996-01-01,12496,818,TRUE,7.198939382825972,7.16173573777501,6.971043393397645,6.93
Bokurano,8.1,manga,finished,2003-11-25,2009-06-25,29230,1083,TRUE,7.059979598110335,7.110649606299213,6.92562576938859,6.98833333333333
Voynich Hotel,8.06,manga,finished,2006-10-17,2015-03-17,28506,1311,TRUE,6.82937869699425,6.93,6.92562576938859,6.38107142857143
Tokyo Crazy Paradise,8.31,manga,finished,1996-12-25,2002-04-25,17095,709,TRUE,7.0338962741416875,7.12001028806584,7.01893118148599,7.25844720496894
Sanctuary,8.24,manga,finished,1990-01-01,1995-01-01,28976,844,TRUE,7.123963961928855,7.282484126984125,6.92562576938859,7.144
Yugami-kun ni wa Tomodachi ga Inai,8.24,manga,finished,2012-05-25,2019-05-22,22282,978,TRUE,7.041642098467165,6.99883732920856,7.02829368334701,7.22040229885057
Saint Seiya: The Lost Canvas - Meiou Shinwa,8.27,manga,finished,2006-09-21,2011-04-07,14059,1015,TRUE,7.07691178695309,6.93,7.02829368334701,7.02941860465116
Toradora!,8.25,light_novel,finished,2006-03-10,2009-03-10,24878,726,TRUE,7.05749550133888,7.243720990185675,6.93,6.93
Battle Royale,7.91,manga,finished,2000-01-01,2005-01-01,66097,2891,TRUE,6.98929820111898,7.24048052417361,6.92562576938859,6.75535714285714
Conveni-kun.,8.04,manga,finished,2010-01-01,2011-01-01,20478,385,FALSE,6.92562123032401,6.93,6.93,6.99464788732394
MeruPuri: Märchen☆Prince,8.03,manga,finished,2002-08-01,2004-09-01,22849,852,TRUE,7.010583944798147,6.93,7.01893118148599,7.19299145299145
Kiss yori mo Hayaku,7.95,manga,finished,2007-01-24,2012-06-23,38932,980,TRUE,7.033557379061904,7.272561521747135,7.01893118148599,7.19299145299145
Initial D,8.2,manga,finished,1995-06-26,2013-07-29,22403,1278,TRUE,7.072645931815455,7.23882352941176,6.92562576938859,7.01152173913044
Mx0,7.94,manga,finished,2006-05-08,2008-05-12,41422,1247,TRUE,7.010297046944495,6.99883732920856,7.02829368334701,6.91140992167102
Higurashi no Naku Koro ni: Watanagashi-hen,8.17,manga,finished,2005-04-26,2006-03-25,15992,225,TRUE,7.021187063143484,7.10944881889764,7.02829368334701,7.26933333333333
Danshi Koukousei no Nichijou,8.24,manga,finished,2009-05-21,2012-09-27,21821,387,TRUE,6.98568113450795,7.106713746571495,6.93,6.95611570247934
Saikyou Densetsu Kurosawa,8.34,manga,finished,2003-01-01,2006-09-01,21231,1128,TRUE,7.067130504436675,7.334057742782155,6.92562576938859,7.25
Jitsu wa Watashi wa,7.98,manga,finished,2013-01-31,2017-02-16,41939,1413,TRUE,7.012595534356185,6.99883732920856,7.02829368334701,7.02941860465116
BJ Alex,8.06,manhwa,finished,2017-11-25,2020-08-07,16054,882,FALSE,6.98720712163263,6.93,6.93,7.26272727272727
Kekkaishi,7.99,manga,finished,2004-02-18,2011-04-06,28052,804,TRUE,7.238843921909018,7.0183203125,7.02829368334701,7.22040229885057
Koukaku Kidoutai: The Ghost in the Shell,8.01,manga,finished,1989-03-01,1991-09-01,33971,1255,TRUE,7.02224662567592,7.294442930935004,6.92562576938859,8.01
Fairy Tail Zerø,7.89,manga,finished,2014-07-16,2015-07-17,49960,792,TRUE,7.0414586014586,6.93,7.02829368334701,6.93
Byousoku 5 Centimeter,7.97,manga,finished,2010-05-25,2011-03-25,28281,844,TRUE,7.05749550133888,6.93,6.92562576938859,7.10347107438017
Elfen Lied,7.86,manga,finished,2002-06-06,2005-08-25,90407,5405,TRUE,6.998227400963026,7.221970786260415,6.92562576938859,6.98233082706767
Katekyo!,8.09,manga,finished,2009-01-31,2012-02-29,17381,370,FALSE,6.960383923395965,6.99883732920856,6.93,7.05034482758621
Akame ga Kill!,7.84,manga,finished,2010-04-22,2016-12-22,161765,8722,TRUE,7.03818578041982,7.172343464190234,7.02829368334701,7.18098360655738
Suzuka,7.9,manga,finished,2004-02-18,2007-09-19,46534,1832,TRUE,6.96691968560171,6.99883732920856,7.02829368334701,7.25005747126437
School Rumble,7.98,manga,finished,2002-10-23,2008-07-23,27792,1464,TRUE,6.99514661646792,7.234010714768593,7.02829368334701,7.25005747126437
Shiawase Kissa 3-choume,8.18,manga,finished,2004-12-04,2009-08-20,17718,448,TRUE,7.02929876512074,6.93,7.01893118148599,7.25844720496894
Boy Meets Maria,8.35,manga,finished,2017-10-28,2018-08-28,12490,640,TRUE,7.027719588744276,6.99883732920856,6.93,6.99410256410256
Nijiiro Days,7.99,manga,finished,2011-12-01,2018-05-11,36488,934,TRUE,7.041642098467165,6.93,7.01893118148599,7.10311688311688
Rutta to Kodama,8.14,manga,finished,2009-01-01,2012-01-01,14933,373,FALSE,6.92562123032401,6.99883732920856,6.93,6.91842105263158
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,8.36,manga,finished,2009-09-19,2011-06-22,12266,207,TRUE,7.021187063143484,7.10944881889764,7.02829368334701,7.18098360655738
Special A,7.92,manga,finished,2003-02-26,2009-03-19,39527,1082,TRUE,7.033557379061904,6.99883732920856,7.01893118148599,7.25844720496894
Hotarubi no Mori e,8.08,manga,finished,2002-06-10,2003-03-24,19157,279,TRUE,7.05749550133888,7.53714285714286,7.01893118148599,7.19299145299145
Feng Shen Ji II,8.27,manhua,finished,2011-01-01,2012-01-01,12545,141,TRUE,7.031667287956647,7.113725809258614,6.93,6.93
Ookami Shounen wa Kyou mo Uso wo Kasaneru,7.95,manga,finished,2014-08-29,2017-12-08,32581,1119,TRUE,7.05749550133888,7.179590391425014,6.93,7.02214285714286
Basara,8.4,manga,finished,1990-08-11,1998-05-13,19649,764,TRUE,7.211656405872218,6.93,7.01893118148599,7.04922330097087
Konya mo Nemurenai,8.03,manga,finished,2011-07-22,2014-07-22,18458,392,FALSE,6.95662425455944,7.0183203125,6.93,7.26822222222222
One Piece: Strong World,8.11,one_shot,finished,2009-11-21,2009-12-12,14074,115,TRUE,7.065094058454926,6.93,7.02829368334701,6.91140992167102
Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,8.5,manga,finished,2010-10-22,2012-11-22,11874,415,TRUE,7.043533185587865,7.10944881889764,7.02829368334701,7.18098360655738
Fullmetal Alchemist,8.47,light_novel,finished,2003-02-01,2010-04-22,15260,478,TRUE,7.076415269903663,7.24032051282051,7.02829368334701,6.93
Crows,8.2,manga,finished,1990-01-01,1998-01-01,22153,849,TRUE,7.03491295938104,7.278751997937615,7.02829368334701,6.88304347826087
Durarara!!,8.35,light_novel,finished,2004-04-10,2014-01-10,25013,947,TRUE,7.042133566272275,6.93,6.93,6.93
Sayonara Zetsubou Sensei,8.16,manga,finished,2005-04-27,2012-06-13,27388,1281,TRUE,7.38430147260377,7.08114249771433,7.02829368334701,7.25005747126437
Kyou kara Ore wa!!,8.47,manga,finished,1988-01-01,1997-10-01,18476,861,TRUE,6.98568113450795,7.278751997937615,7.02829368334701,7.22040229885057
Gunnm: Last Order,8.14,manga,finished,2001-07-19,2014-01-28,20858,718,TRUE,7.051624051867237,7.06317647058824,6.92562576938859,7.04384615384615
Violet Evergarden,8.64,light_novel,finished,2015-12-25,2016-12-26,23570,671,TRUE,7.0759187528542355,6.93,6.93,6.93
Mahou Shoujo Madoka★Magica: The Different Story,8.16,manga,finished,2012-06-12,2012-11-12,14755,650,TRUE,6.96649082198795,7.1244186646042795,6.92562576938859,6.93
Boku no Hatsukoi wo Kimi ni Sasagu,8.04,manga,finished,2005-08-05,2008-07-05,20675,406,TRUE,7.29504565718462,6.93,7.01893118148599,7.00196202531646
"Mata, Onaji Yume wo Miteita",8.41,manga,finished,2017-09-23,2018-08-25,13955,579,TRUE,7.11037890424987,6.93,6.93,6.94818181818182
Yamato Nadeshiko Shichihenge♥,7.98,manga,finished,2000-03-13,2015-01-13,25653,1080,TRUE,7.05749550133888,7.09360471111591,7.01893118148599,7.0719014084507
Skill of Lure,7.99,manhwa,finished,2013-03-01,2016-01-01,19590,544,TRUE,6.941937128027748,6.93,7.02829368334701,7.99
InuYasha,7.85,manga,finished,1996-11-13,2008-06-15,59208,2962,TRUE,7.151799066699906,7.104375477960106,7.02829368334701,7.22040229885057
07-Ghost,7.93,manga,finished,2005-04-28,2013-08-28,31986,1436,TRUE,7.03818578041982,7.129320412660255,6.93841503267974,7.17962264150943
Suki tte Ii na yo.,7.85,manga,finished,2008-02-23,2017-07-24,74282,2054,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.09650602409639
Kanata kara,8.36,manga,finished,1991-09-24,2003-01-24,13976,649,TRUE,7.236975781277804,7.1057455221036605,7.01893118148599,7.19299145299145
Ran to Haiiro no Sekai,8.17,manga,finished,2008-12-15,2015-04-15,25539,802,TRUE,7.0437699767916655,6.93,6.92562576938859,6.93
Hachimitsu to Clover,8.29,manga,finished,2000-04-24,2006-07-28,21005,917,TRUE,7.196239402062336,7.610052325581394,6.93841503267974,7.19727272727273
Shonan Junai Gumi!,8.25,manga,finished,1990-09-26,1996-09-18,18479,664,TRUE,7.0338962741416875,7.278751997937615,7.02829368334701,7.25005747126437
To LOVE-Ru Darkness,7.86,manga,finished,2010-10-04,2017-03-04,46037,2536,TRUE,6.939671208937142,6.97017016761029,7.02829368334701,7.12459770114943
Ping Pong,8.48,manga,finished,1996-01-01,1997-01-01,16070,529,TRUE,7.08222648916197,6.93,6.92562576938859,7.11238095238095
Rave,7.86,manga,finished,1999-07-07,2005-07-27,47012,2049,TRUE,7.048683450163897,6.93,7.02829368334701,7.25005747126437
Orange Marmalade,7.87,manhwa,finished,2011-02-12,2013-12-29,39137,874,TRUE,7.049568799903023,7.01414717139161,7.01893118148599,7.4291
All You Need Is Kill,7.81,manga,finished,2014-01-09,2014-05-29,114548,2679,TRUE,7.02224662567592,7.185425743135919,6.92562576938859,6.98233082706767
Steins;Gate,8.04,manga,finished,2009-09-26,2013-07-27,22961,740,TRUE,7.08351291389174,6.93,6.92562576938859,6.87876033057851
½ Prince,7.9,manhua,finished,2007-01-25,2014-07-02,31767,1430,TRUE,7.037115081660124,7.10882352941177,7.02829368334701,7.0875
Binbougami ga!,8.17,manga,finished,2008-06-04,2013-07-04,17958,562,TRUE,7.041170163380498,6.93,7.02829368334701,7.12459770114943
Deep Love: Ayu no Monogatari,8,manga,finished,2004-05-13,2004-09-13,17080,428,TRUE,7.11037890424987,6.93,7.01893118148599,7.0719014084507
Hana yori Dango,7.95,manga,finished,1992-10-01,2008-04-01,23713,1136,TRUE,7.299304271125783,6.99883732920856,7.01893118148599,6.9952380952381
Love Stage!!,7.88,manga,finished,2010-05-29,2016-07-30,37298,1210,FALSE,6.987827751202048,6.93,6.93,7.0925
Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,8.82,manga,finished,2012-01-21,2015-06-22,12864,1122,TRUE,7.075261838548331,6.93,7.02829368334701,7.18098360655738
Fire Punch,7.81,manga,finished,2016-04-18,2018-01-01,112804,4562,TRUE,7.06137426928863,7.33449275362319,7.02829368334701,7.02809523809524
Senryuu Shoujo,8.05,manga,finished,2016-10-19,2020-04-22,27920,607,TRUE,7.041642098467165,6.99883732920856,7.02829368334701,7.25005747126437
Moe Kare!!,7.92,manga,finished,2005-07-01,2006-09-01,23835,895,TRUE,7.033557379061904,6.99883732920856,7.01893118148599,7.00196202531646
Tanaka-kun wa Itsumo Kedaruge,8.07,manga,finished,2013-07-25,2019-07-25,24973,704,TRUE,7.09760306242638,7.26799009317571,6.93,6.95611570247934
Shigurui,8.09,manga,finished,2003-06-19,2010-07-17,23303,758,TRUE,7.072645931815455,7.193131020571338,6.92562576938859,6.61910714285714
Black Jack,8.33,manga,finished,1973-11-19,1983-10-14,19257,734,TRUE,7.446650357474731,7.3375,7.02829368334701,7.02941860465116
No.6,8.41,novel,finished,2003-10-10,2011-06-14,19692,979,TRUE,7.058357598935463,6.93,6.93,6.93
God Child,8.16,manga,finished,2001-05-02,2003-10-04,17626,895,TRUE,6.9792182153623905,7.16427514792899,7.01893118148599,7.25844720496894
Ganbare! Nakamura-kun!!,7.93,manga,finished,2014-12-27,2016-08-27,22715,814,TRUE,6.94506027323868,6.99883732920856,6.93,7.09974358974359
Shaman King Kanzenban,8.1,manga,finished,2008-03-04,2009-04-03,14305,369,TRUE,7.039533752861107,6.93,6.93,7.12459770114943
Innocent Rouge,8.4,manga,finished,2015-05-20,2020-01-08,20166,591,TRUE,7.11037890424987,7.16427514792899,6.92562576938859,6.64470588235294
Ningen Shikkaku,8.09,manga,finished,2009-02-06,2011-04-21,29762,652,TRUE,7.11037890424987,7.136861983413315,6.92562576938859,7.14958333333333
