title,score,type,source,members,favorites,rating,genres_score,themes_score,studios_score,demographics_score,producers_score
Boku no Hero Academia,7.93,tv,manga,2669344,51886,pg_13,6.77054879950109,6.85778216264835,7.32328671328671,7.07873015873016,7.3850574804046145
Bakuman.,8.2,tv,manga,576027,9111,pg_13,6.835600716786093,7.27213114754098,6.85110787172012,7.07873015873016,6.793854607958885
Bakuman. 2nd Season,8.36,tv,manga,330455,1327,pg_13,6.835600716786093,7.27213114754098,6.85110787172012,7.07873015873016,6.793854607958885
Cowboy Bebop: Tengoku no Tobira,8.38,movie,original,337836,1317,r,6.7207848111268795,7.05221438221697,7.32328671328671,6.54,6.91903487569061
5-toubun no Hanayome ∬,8.12,tv,manga,580112,10723,pg_13,6.7701985110765754,6.845090930830629,6.69,7.07873015873016,7.051930894350654
Bungou Stray Dogs 3rd Season,8.21,tv,manga,505340,4329,r,6.910461096457613,6.81006637168142,7.32328671328671,6.98755434782609,7.065752288502947
Rurouni Kenshin: Meiji Kenkaku Romantan,8.29,tv,manga,453834,9565,pg_13,6.775471892306765,6.809370087898575,6.977586120401336,7.07873015873016,7.249267112940074
Kobayashi-san Chi no Maid Dragon,7.99,tv,manga,1100866,16244,pg_13,6.740261574648615,6.54,7.30837398373984,6.54,7.0496120639978965
Black Lagoon: The Second Barrage,8.18,tv,manga,463313,2797,r,6.77054879950109,7.356037517369155,6.98389728096677,6.98755434782609,7.044380733944955
Darker than Black: Kuro no Keiyakusha,8.07,tv,original,871373,15946,r,6.83566008342436,6.81006637168142,7.32328671328671,6.54,7.283879748563335
Katanagatari,8.33,tv,light_novel,521053,10398,r,6.811889883850506,6.82336818856334,7.23772727272727,6.54,7.240218000288082
Shelter (Music),8.31,music,music,308593,2407,g,6.67102082275267,6.1039896373057,7.15838095238095,6.54,6.94508928571429
Magi: The Labyrinth of Magic,8.02,tv,manga,948441,8586,pg_13,6.7571336568422264,6.54,7.15838095238095,7.07873015873016,7.249209048421681
Boku no Hero Academia 4th Season,7.94,tv,manga,1479880,8053,pg_13,6.77054879950109,6.85778216264835,7.32328671328671,7.07873015873016,7.278139802584254
Black Lagoon,8.03,tv,manga,887584,16107,r,6.77054879950109,7.356037517369155,6.98389728096677,6.98755434782609,7.128179435243655
Fate/stay night Movie: Heaven's Feel - III. Spring Song,8.71,movie,visual_novel,281841,6950,r,6.791961028268763,6.54,7.27539682539683,6.54,7.40666971836291
Bakemono no Ko,8.27,movie,original,382993,2982,pg_13,6.843182804712625,7.049294389820705,6.85571428571429,6.54,7.399524211768357
Hajime no Ippo: New Challenger,8.66,tv,manga,245737,1587,pg_13,6.83221476510067,6.83,6.98389728096677,7.07873015873016,7.318357952634863
ReLIFE,7.99,tv,web_manga,922348,9159,pg_13,6.870398986175734,6.90549795361528,7.08680751173709,6.54,7.3248004924544245
Houseki no Kuni (TV),8.4,tv,manga,397100,11473,pg_13,6.878068744794577,7.00648351648352,6.99176470588235,6.98755434782609,7.236564510889669
Dragon Ball,7.96,tv,manga,921328,13596,pg_13,6.722356696233709,6.81131523712276,6.80722772277228,7.07873015873016,7.18403846153846
FLCL,8.03,ova,original,737956,26998,pg_13,6.3338058593413,6.68692920794212,6.8932491228070205,6.54,6.99455789473684
K-On! Movie,8.35,movie,4_koma_manga,297634,2507,pg_13,6.71841532176,6.60117663683467,7.30837398373984,6.54,7.25591935483871
JoJo no Kimyou na Bouken (TV),7.91,tv,manga,1433406,33502,r,6.818971469642113,6.84992481203007,7.29538461538462,7.07873015873016,7.17646307640037
Overlord,7.92,tv,light_novel,1375095,22686,r,6.791706208094777,6.892023505365355,6.98389728096677,6.54,7.00913994757257
Higurashi no Naku Koro ni Kai,8.19,tv,visual_novel,446607,6981,r,7.002878636103824,6.9824336214682,6.99734615384615,6.54,7.078533162224883
Akatsuki no Yona,8.03,tv,manga,758983,14532,pg_13,6.762359598535966,6.54,6.81260683760684,6.86086440677966,7.239849791459345
Mahoutsukai no Yome,8.07,tv,manga,794109,10181,pg_13,6.740261574648615,6.54,7.38183333333333,7.07873015873016,7.259499423446215
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.41,movie,original,364527,6361,pg_13,6.83815777582895,6.54,7.00528301886792,6.54,7.1047382269346215
Koukaku Kidoutai: Stand Alone Complex,8.43,tv,manga,368540,8135,r,6.7207848111268795,6.974198858172253,7.05663157894737,6.98755434782609,7.234447212911107
Josee to Tora to Sakana-tachi,8.45,movie,novel,308418,4953,pg_13,6.870398986175734,7.06298507462687,7.32328671328671,6.54,7.472050770814105
Gintama.,8.99,tv,manga,272653,2526,pg_13,6.7025958466431,6.848982067758812,7.15023255813954,7.07873015873016,7.331496999979443
Katekyo Hitman Reborn!,8.14,tv,manga,522968,15450,pg_13,6.718383358588315,7.064003774076005,6.90953488372093,7.07873015873016,7.065715537488452
Yuru Camp△,8.27,tv,manga,422367,9436,pg_13,6.77061272584446,7.3295687229437245,7.00866666666667,6.54,6.899837160091524
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.19,movie,visual_novel,395181,2365,r,6.791961028268763,6.54,7.27539682539683,6.54,7.40666971836291
Kimi ni Todoke,8,tv,manga,817985,11690,pg_13,6.870398986175734,6.90549795361528,7.05663157894737,6.86086440677966,7.296421538618507
Natsume Yuujinchou,8.32,tv,manga,487471,14448,pg_13,6.87748057196734,7.184767535392535,7.02521276595745,6.86086440677966,7.164363795424203
Log Horizon,7.94,tv,light_novel,1028150,9957,pg_13,6.7571336568422264,7.04303780292027,6.95569892473118,6.54,6.18390756302521
Kamisama Hajimemashita,8.08,tv,manga,576283,12970,pg_13,6.786432826864587,6.80876126126126,7.08680751173709,6.86086440677966,7.146375749117037
Rainbow: Nisha Rokubou no Shichinin,8.49,tv,manga,362005,8004,r,7.007103273322425,6.99523428542944,6.98389728096677,6.98755434782609,7.24273148148148
Redline,8.28,movie,original,331373,4911,r+,6.7207848111268795,6.9311815124671945,6.98389728096677,6.54,6.95375
Youjo Senki,7.97,tv,light_novel,794325,10768,r,6.77054879950109,7.079511207929813,7.21285714285714,6.54,7.065949182943248
Hinamatsuri (TV),8.16,tv,manga,453473,4076,pg_13,6.7808208897639854,7.46332956259427,6.71623188405797,6.98755434782609,6.924921316704102
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.71,ova,manga,259050,5961,r,6.87037767739461,6.956359534157243,6.99734615384615,7.07873015873016,7.37467196819085
ReLIFE: Kanketsu-hen,8.21,special,web_manga,336293,1582,pg_13,6.822395915161035,6.90549795361528,7.08680751173709,6.54,7.105096153846155
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.32,special,light_novel,280592,753,pg_13,6.815642759167453,6.54,7.30837398373984,6.54,7.081786512787155
Wotaku ni Koi wa Muzukashii,7.95,tv,web_manga,834458,10043,pg_13,6.87417910447761,7.2139201671014,7.15838095238095,6.54,7.189597526999779
Bleach,7.87,tv,manga,1680584,60837,pg_13,6.7571336568422264,6.54,6.81260683760684,7.07873015873016,7.337470602726022
Jujutsu Kaisen 0 Movie,8.52,movie,manga,439973,6902,r,6.74022961147693,6.90549795361528,7.13375,7.07873015873016,7.639667142062892
Dragon Ball Super: Broly,8.14,movie,manga,325107,2390,pg_13,6.7571336568422264,6.81131523712276,6.80722772277228,7.07873015873016,7.114678604224061
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.93,movie,manga,212854,2013,pg_13,6.7025958466431,6.897165852226852,6.97081683168317,7.07873015873016,7.262837143299123
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.98,tv,manga,643927,1387,pg_13,6.596977143350005,6.90549795361528,6.85110787172012,7.07873015873016,7.40380165289256
JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.35,ona,manga,352106,6465,r,6.7807452735369544,6.54,7.29538461538462,7.07873015873016,7.37274293170944
"Komi-san wa, Comyushou desu.",8.01,tv,4_koma_manga,675324,10852,pg_13,6.66621791767554,7.25431147680764,6.64057692307692,7.07873015873016,7.111733440757336
Overlord III,7.93,tv,light_novel,761313,4974,r,6.791961028268763,6.892023505365355,6.98389728096677,6.54,7.140320503128128
Yojouhan Shinwa Taikei,8.57,tv,novel,396956,16621,r,6.86860255005749,7.001775420865529,6.98389728096677,6.54,7.1720783250157005
Sakamichi no Apollon,8.32,tv,manga,348758,6610,pg_13,6.92029211634137,6.792003110017137,6.87423349056604,6.95010752688172,7.093427088467524
Initial D First Stage,8.31,tv,manga,314581,9731,pg_13,6.8684769638531105,6.46822916666667,6.975323299888515,6.98755434782609,7.165842760180995
Asobi Asobase,8.19,tv,manga,408488,5594,pg_13,6.66621791767554,7.098634691093355,7.25574074074074,6.98755434782609,7.212782009928111
Kotonoha no Niwa,7.92,movie,original,767150,6436,pg_13,6.870398986175734,7.06298507462687,6.722,6.54,7.43753504672897
Kamisama Hajimemashita◎,8.19,tv,manga,346038,2439,pg_13,6.786432826864587,6.80876126126126,7.08680751173709,6.86086440677966,7.206461392003385
Summer Wars,8.04,movie,original,485735,3747,pg_13,6.668619370214104,6.54,6.98389728096677,6.54,7.19919910982411
Cardcaptor Sakura,8.15,tv,manga,397722,11898,pg,6.801530864276774,6.97629927266563,6.98389728096677,6.86086440677966,7.17744211449171
Yuri!!! on Ice,7.91,tv,original,796011,19383,pg_13,6.83221476510067,6.54,7.13375,6.54,7.289876078492386
Mimi wo Sumaseba,8.22,movie,manga,305502,4089,g,6.870398986175734,6.54,6.86823529411765,6.86086440677966,7.20470588235294
Plastic Memories,7.92,tv,original,844444,10879,pg_13,6.8372016851451365,6.54,6.87641975308642,6.54,7.096975606204373
Evangelion: 1.0 You Are (Not) Alone,8.01,movie,original,495607,1686,pg_13,6.802658250152963,6.787685478579845,6.94705882352941,6.54,7.3765681492805335
Serial Experiments Lain,8.07,tv,original,649006,22495,r,6.56513926765309,6.91364985163205,6.66,6.54,7.065752400435577
Tsuki ga Kirei,8.09,tv,original,481669,7327,pg_13,6.87417910447761,6.90549795361528,6.71623188405797,6.54,7.171263327590911
Hajime no Ippo: Rising,8.59,tv,manga,218894,1061,pg_13,6.83221476510067,6.83,7.058823640483385,7.07873015873016,7.318357952634863
Tsukimonogatari,8.1,tv,light_novel,386075,946,r,6.779398732385355,6.54,7.12786259541985,6.54,7.37467196819085
Lovely★Complex,8.03,tv,manga,531250,9130,pg_13,6.7701985110765754,6.54,6.80722772277228,6.86086440677966,7.179154478958864
Stranger: Mukou Hadan,8.28,movie,original,306117,2807,r,6.7807452735369544,6.809370087898575,7.32328671328671,6.54,7.210802017829748
Kara no Kyoukai Movie 5: Mujun Rasen,8.54,movie,light_novel,220739,4328,r,6.936628156749217,6.54,7.27539682539683,6.54,7.68666666666667
D.Gray-man,8.02,tv,manga,645973,13213,pg_13,6.742569488249816,6.80941381647134,7.08680751173709,7.07873015873016,7.145993513782907
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.86,tv,light_novel,960495,14391,pg_13,6.96640512820513,6.909573902623665,7.25574074074074,6.54,7.146752091229763
Boku no Hero Academia the Movie 2: Heroes:Rising,8.01,movie,manga,476821,1682,pg_13,6.77054879950109,6.81006637168142,7.32328671328671,7.07873015873016,7.201119812325124
Dorohedoro,8.07,tv,manga,449728,6994,r,6.59942814074318,7.05121739130435,7.13375,6.98755434782609,7.2860059761644065
Soul Eater,7.84,tv,manga,1480417,24382,pg_13,6.760525250620457,6.54,7.32328671328671,7.07873015873016,7.236998199659528
Chihayafuru,8.19,tv,manga,419437,7336,pg_13,6.856410873050087,6.892682363335327,6.98389728096677,6.95010752688172,7.24273148148148
Slam Dunk,8.54,tv,manga,259435,6301,pg_13,6.83221476510067,7.002479515729795,6.80722772277228,7.07873015873016,7.1218805803571446
Paprika,8.04,movie,novel,466591,3864,r+,6.495435768740617,7.153891854949885,6.98389728096677,6.54,6.940083333333336
Tokyo Ghoul,7.79,tv,manga,2522338,46901,r,6.577164881765727,6.9824336214682,6.81260683760684,6.98755434782609,7.25980888429752
Gyakkyou Burai Kaiji: Ultimate Survivor,8.28,tv,manga,316836,9166,r,7.04780141843972,6.97454652679001,6.98389728096677,6.98755434782609,7.24273148148148
Beastars,7.87,tv,manga,742623,9004,r,6.868508927024795,6.9418771072436165,6.99176470588235,7.07873015873016,7.165722743516126
Zoku Natsume Yuujinchou,8.55,tv,manga,228632,1371,pg_13,6.87748057196734,7.184767535392535,7.02521276595745,6.86086440677966,7.2564304722844
SK∞,8.03,tv,original,455955,11277,pg_13,6.83221476510067,6.54,7.32328671328671,6.54,7.241445966495384
Gosick,8.06,tv,light_novel,498023,7726,r,6.9686649535673535,6.83417227456258,7.32328671328671,6.54,7.169138498649456
Nekomonogatari: Kuro,7.94,tv,light_novel,510144,1153,r,6.731590851499927,6.54,7.12786259541985,6.54,7.42214143156624
K-On!,7.85,tv,4_koma_manga,958645,22035,pg_13,6.66621791767554,6.70261707576154,7.30837398373984,6.54,7.169840093007986
Mushishi Zoku Shou,8.7,tv,manga,272467,1436,pg_13,6.84645987734836,7.26302664745137,6.90953488372093,6.98755434782609,7.379466836730433
Evangelion: 3.0+1.0 Thrice Upon a Time,8.64,movie,original,300640,5824,pg_13,6.802658250152963,6.787685478579845,6.94705882352941,6.54,7.13672199170125
Higurashi no Naku Koro ni,7.9,tv,visual_novel,742896,19936,r,6.814917832663697,6.9824336214682,6.99734615384615,6.54,6.978850903705273
Shirobako,8.3,tv,original,412037,6117,pg_13,6.816311522940335,7.2139201671014,7.00528301886792,6.54,7.096033775852429
Tonikaku Kawaii,7.91,tv,manga,599685,8932,pg_13,6.7701985110765754,6.54,7.24166666666667,7.07873015873016,7.080700720964994
Kuroshitsuji: Book of Circus,8.08,tv,manga,365998,3383,r,6.8494003017620955,6.82146676791192,7.15838095238095,7.07873015873016,7.249997395622159
Gekkan Shoujo Nozaki-kun,7.85,tv,4_koma_manga,848645,10382,pg_13,6.7701985110765754,7.08881455057813,6.87641975308642,6.54,7.05620818894719
Kaze ga Tsuyoku Fuiteiru,8.4,tv,novel,265023,5444,pg_13,6.899309946652901,6.54,7.05663157894737,6.54,7.137863232083737
Nagi no Asu kara,8,tv,original,559776,9231,pg_13,6.850164885378503,6.54,7.00528301886792,6.54,7.089991699700013
Gake no Ue no Ponyo,7.91,movie,original,494262,3228,g,6.750426085512794,6.54,6.86823529411765,6.54,7.11531235553594
Natsume Yuujinchou San,8.58,tv,manga,231723,1322,pg_13,6.87748057196734,7.184767535392535,7.02521276595745,6.86086440677966,7.4625632568227
Bungou Stray Dogs,7.82,tv,manga,1164216,22420,r,6.8494003017620955,6.81006637168142,7.32328671328671,6.98755434782609,7.14142580729273
Beck,8.29,tv,manga,307353,7730,r,6.8010785905750435,6.1039896373057,6.98389728096677,7.07873015873016,7.162732867276075
Kimi ni Todoke 2nd Season,7.99,tv,manga,411148,1427,pg_13,6.870398986175734,6.90549795361528,7.05663157894737,6.86086440677966,7.296421538618507
Hataraku Maou-sama!,7.78,tv,light_novel,1392935,10799,pg_13,6.786432826864587,6.80876126126126,7.23772727272727,6.54,7.030314729565436
Chihayafuru 2,8.39,tv,manga,216086,1563,pg_13,6.856410873050087,6.892682363335327,6.98389728096677,6.95010752688172,7.24273148148148
Durarara!!x2 Shou,7.99,tv,light_novel,449248,949,r,6.910461096457613,6.54,7.72823529411765,6.54,7.266772056255642
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.04,ova,light_novel,324770,686,pg_13,6.722356696233709,6.944112248213127,6.99734615384615,6.54,6.54
Suzumiya Haruhi no Yuuutsu,7.84,tv,light_novel,852238,14594,pg_13,6.793315523572997,6.90549795361528,7.30837398373984,6.54,7.146845270809427
Doukyuusei (Movie),8.3,movie,manga,233818,5458,pg_13,6.726513343920307,6.90549795361528,7.15838095238095,6.54,7.15988062695257
One Piece Film: Z,8.15,movie,manga,237581,525,pg_13,6.7571336568422264,6.54,6.80722772277228,7.07873015873016,7.40380165289256
Ore Monogatari!!,7.91,tv,manga,603372,4599,pg_13,6.7701985110765754,6.54,6.98389728096677,6.86086440677966,7.296421538618507
Tokyo Godfathers,8.28,movie,original,254316,2173,pg_13,6.816311522940335,7.60871794871795,6.98389728096677,6.54,7.0866322363604235
Natsume Yuujinchou Shi,8.65,tv,manga,224705,1888,pg_13,6.87748057196734,7.184767535392535,7.02521276595745,6.86086440677966,7.239824607496134
Fate/stay night: Unlimited Blade Works Prologue,8.05,special,visual_novel,293423,429,pg_13,6.791961028268763,6.54,7.27539682539683,6.54,7.53066931742876
Toaru Kagaku no Railgun S,8.03,tv,manga,356499,3631,r,6.7207848111268795,6.81006637168142,6.85110787172012,6.54,7.17890503016424
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.25,special,visual_novel,230633,367,pg_13,6.859411120596195,7.08990099009901,7.23772727272727,6.54,7.115784220144921
Mushishi Zoku Shou 2nd Season,8.74,tv,manga,239348,1303,pg_13,6.84645987734836,7.26302664745137,6.90953488372093,6.98755434782609,7.379466836730433
Durarara!!x2 Ketsu,8.07,tv,light_novel,350875,1068,r,6.910461096457613,6.54,7.72823529411765,6.54,7.37467196819085
Kaze Tachinu,8.1,movie,manga,282410,2688,pg_13,6.92029211634137,6.83417227456258,6.86823529411765,6.54,7.03954545454545
Nodame Cantabile,8.28,tv,manga,294960,4835,pg_13,6.819353719050685,6.74906174778671,6.85110787172012,6.95010752688172,7.253109603448429
Zetsuen no Tempest,7.93,tv,manga,557489,6370,pg_13,6.878068744794577,6.91364985163205,7.32328671328671,7.07873015873016,7.35891599508869
Koukyoushihen Eureka Seven,8.06,tv,original,413508,8832,pg_13,6.8256367007520575,6.66172110552764,7.32328671328671,6.54,7.1632313988345
InuYasha,7.85,tv,manga,720008,16820,pg_13,6.784536975755376,6.910944841974284,6.97081683168317,7.07873015873016,7.15717707967708
Charlotte,7.75,tv,original,1427552,20937,pg_13,6.96640512820513,6.85778216264835,7.00528301886792,6.54,7.221556783064913
Ballroom e Youkoso,8.19,tv,manga,294736,3213,pg_13,6.834754228864737,7.03214552853178,7.05663157894737,7.07873015873016,7.117916962955173
Golden Boy,8.02,ova,manga,329677,4813,r+,6.6492340624141635,7.342952643419575,6.72842105263158,6.54,6.780423553719006
Kami nomi zo Shiru Sekai: Megami-hen,8.02,tv,manga,318940,1976,pg_13,6.811940294668527,7.02840752779348,7.27555555555556,7.07873015873016,7.0533534263482425
InuYasha: Kanketsu-hen,8.2,tv,manga,256896,2013,pg_13,6.784536975755376,6.910944841974284,6.97081683168317,7.07873015873016,7.15717707967708
Devilman: Crybaby,7.77,ona,manga,980175,20802,r+,6.286110995283185,6.929989326282805,7.17333333333333,6.54,6.8708073227302835
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.52,tv,manga,212372,2970,r,6.83566008342436,6.974198858172253,7.05663157894737,6.98755434782609,7.18456056959576
Gintama.: Shirogane no Tamashii-hen,8.81,tv,manga,180955,1086,pg_13,6.7025958466431,6.848982067758812,7.15023255813954,7.07873015873016,7.331496999979443
Hanamonogatari,7.94,tv,light_novel,395638,1048,r,6.875684135849097,6.54,7.12786259541985,6.54,7.42214143156624
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.41,movie,light_novel,192118,2213,r,6.930672762458034,6.54,7.27539682539683,6.54,7.68666666666667
Full Metal Panic? Fumoffu,8.04,tv,light_novel,279141,2850,pg_13,6.718383358588315,7.098634691093355,7.30837398373984,6.54,7.083190265218066
Youjo Senki Movie,8.24,movie,light_novel,232686,922,r,6.77054879950109,7.079511207929813,7.21285714285714,6.54,8.24
Karakai Jouzu no Takagi-san 2,8.08,tv,manga,286760,2282,pg_13,6.66621791767554,7.35646558771303,6.83759615384615,7.07873015873016,7.275503041840773
Durarara!!x2 Ten,7.98,tv,light_novel,366961,740,r,6.910461096457613,6.54,7.72823529411765,6.54,7.37467196819085
Drifters,7.9,tv,manga,505693,3590,r,6.734404722050555,7.0262448243056905,7.6075,6.98755434782609,6.889529761904764
Berserk: Ougon Jidai-hen III - Kourin,8.2,movie,manga,197845,1417,r+,6.7307108971545935,6.91719739946078,6.46732142857143,6.98755434782609,7.280213178294575
Kuroko no Basket Movie 4: Last Game,8.08,movie,manga,255594,920,pg_13,6.83221476510067,7.002479515729795,7.05663157894737,7.07873015873016,7.03494475138122
